Title,Time,Artist,Album,Genre,Loved,Rating,Plays,Date Added,Last Played
Hardcore,1:31,Micachu & The Shapes,Jewellery,Alternative,0,,1,05/01/13 23:31,17/01/22 14:34
Suddenly Everything Has Changed,3:52,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,2,16/02/14 14:25,17/01/22 14:32
Guts,2:55,Micachu & The Shapes,Jewellery,Alternative,0,,3,05/01/13 23:31,17/01/22 14:29
Nothing Better (Styrofoam Remix),3:28,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,1,16/02/14 14:25,17/01/22 14:26
This Place Is a Prison,3:54,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,11,16/02/14 14:25,17/01/22 14:22
We Will Become Silhouettes,5:01,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,5,16/02/14 14:25,17/01/22 14:18
Clark Gable,4:54,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,8,16/02/14 14:25,17/01/22 14:13
Recycled Air,4:30,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,12,16/02/14 14:25,17/01/22 14:06
Nothing Better,3:47,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,2,,10,16/02/14 14:25,17/01/22 14:02
Sleeping In,4:21,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,0,,5,16/02/14 14:25,17/01/22 13:58
Such Great Heights,4:27,The Postal Service,Give Up (Deluxe 10th Anniversary Edition),Electronic,2,,20,16/02/14 14:25,17/01/22 13:54
On I Go,3:09,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,7,05/05/20 17:43,17/01/22 13:43
Drumset,2:40,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,8,05/05/20 16:43,17/01/22 13:40
For Her,2:44,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,8,05/05/20 16:43,17/01/22 13:38
Cosmonauts,3:59,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,8,05/05/20 17:43,17/01/22 10:02
Heavy Balloon,3:26,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,9,05/05/20 16:43,17/01/22 9:58
Ladies,5:25,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,7,05/05/20 16:43,17/01/22 9:55
Newspaper,5:32,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,7,05/05/20 16:43,17/01/22 9:50
Rack of His,3:42,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,8,05/05/20 16:43,17/01/22 9:16
Relay,4:49,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,7,05/05/20 16:43,17/01/22 9:12
Under The Table,3:21,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,9,05/05/20 16:43,17/01/22 8:58
Fetch The Bolt Cutters,4:58,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,7,05/05/20 16:43,17/01/22 7:55
Shameika,4:09,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,9,05/05/20 16:43,17/01/22 7:50
I Want You To Love Me,3:58,Fiona Apple,Fetch The Bolt Cutters,Alternative,0,,9,05/05/20 16:43,17/01/22 7:46
Chop,2:49,Vundabar,Gawk,Pop,0,,10,12/10/21 6:34,17/01/22 7:39
Smile Boyo,3:28,Vundabar,Gawk,Pop,0,,6,12/10/21 6:34,17/01/22 7:31
"Ketchum, ID",3:36,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,0,,16,04/12/19 21:25,17/01/22 0:34
Salt In the Wound,4:11,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,2,,24,04/12/19 21:25,17/01/22 0:30
Stay Down,4:01,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,0,,15,04/12/19 22:25,17/01/22 0:26
Souvenir,3:32,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,0,,22,04/12/19 21:25,17/01/22 0:22
Me & My Dog,3:26,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,0,,26,04/12/19 21:25,17/01/22 0:18
Bite the Hand,3:12,"Julien Baker, Phoebe Bridgers & Lucy Dacus",Boygenius - EP,Alternative,2,,20,04/12/19 21:25,17/01/22 0:15
Pyro,2:37,Good Sad Happy Bad,Shades,Indie Pop,2,,1,16/01/22 20:16,16/01/22 21:10
Taking,4:00,Good Sad Happy Bad,Shades,Indie Pop,2,,1,16/01/22 20:16,16/01/22 21:07
Shades,4:08,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 21:02
Bubble,3:42,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:58
Reaching,2:40,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:50
This Skin,3:55,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:47
Believe It,3:14,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:43
Honey,2:22,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:40
Star,2:32,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:38
Blessed,3:37,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:35
Do It,3:12,Good Sad Happy Bad,Shades,Indie Pop,0,,1,16/01/22 20:16,16/01/22 20:20
Summer Elaine and Drunk Dori,3:25,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,26,05/11/16 23:24,16/01/22 13:16
King of the World,3:24,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,26,06/11/16 0:24,16/01/22 13:12
Do You Wanna Get High?,3:28,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,30,06/11/16 0:24,16/01/22 13:09
(Girl We Got A) Good Thing,3:26,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,21,06/11/16 0:24,16/01/22 13:05
Thank God for Girls,3:30,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,2,,23,05/11/16 23:24,16/01/22 13:02
Wind in Our Sail,2:54,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,27,06/11/16 0:24,16/01/22 12:58
California Kids,3:25,Weezer,Weezer (White Album) [Deluxe Edition],Alternative,0,,27,06/11/16 0:24,16/01/22 12:51
I'll Be Seeing You,3:22,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:50
Here Comes a Regular,5:15,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:46
I Had a Dream Joe,4:40,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:41
It Wasn't God Who Made Honky Tonk Angels,2:33,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:37
These Days,3:45,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:34
Endless Sea,3:35,Cat Power,Covers,Alternative,2,,2,15/01/22 0:22,16/01/22 2:30
Against the Wind,3:13,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:27
A Pair of Brown Eyes,3:42,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:23
White Mustang,3:01,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:20
Pa Pa Power,3:10,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:17
Unhate,2:44,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:14
Bad Religion,4:21,Cat Power,Covers,Alternative,0,,2,15/01/22 0:22,16/01/22 2:11
(I Can't Get No) Satisfaction,3:43,The Rolling Stones,Out of Our Heads,Rock,0,,1,16/01/22 2:02,16/01/22 2:06
Sunray,1:35,The Jesus and Mary Chain,Automatic,Rock,2,,5,29/06/16 0:10,15/01/22 1:51
Drop,1:58,The Jesus and Mary Chain,Automatic,Rock,0,,4,29/06/16 0:10,15/01/22 1:49
Gimme Hell,3:19,The Jesus and Mary Chain,Automatic,Rock,0,,2,29/06/16 0:10,15/01/22 1:47
Half Way to Crazy,3:41,The Jesus and Mary Chain,Automatic,Rock,0,,4,29/06/16 0:10,15/01/22 1:44
Take It,4:35,The Jesus and Mary Chain,Automatic,Rock,0,,4,29/06/16 0:10,15/01/22 1:40
Head On,4:11,The Jesus and Mary Chain,Automatic,Rock,0,,12,29/06/16 0:10,15/01/22 1:36
Her Way of Praying,3:47,The Jesus and Mary Chain,Automatic,Rock,0,,2,29/06/16 0:10,15/01/22 1:31
UV Ray,4:07,The Jesus and Mary Chain,Automatic,Rock,0,,4,29/06/16 0:10,15/01/22 1:28
Between Planets,3:28,The Jesus and Mary Chain,Automatic,Rock,0,,2,29/06/16 0:10,15/01/22 1:23
Blues from a Gun,4:44,The Jesus and Mary Chain,Automatic,Rock,0,,3,29/06/16 0:10,15/01/22 1:20
Coast to Coast,4:13,The Jesus and Mary Chain,Automatic,Rock,0,,5,29/06/16 0:10,15/01/22 1:15
Here Comes Alice,3:54,The Jesus and Mary Chain,Automatic,Rock,0,,3,29/06/16 0:10,15/01/22 1:11
All Mirrors,4:42,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,5,08/05/21 23:18,15/01/22 0:23
Lark,6:19,Angel Olsen,Song of the Lark and Other Far Memories,Alternative,0,,4,08/05/21 23:18,15/01/22 0:18
Meat to Maths,2:01,Mica Levi,Under the Skin (Original Soundtrack Album),Soundtrack,0,,2,03/10/16 12:21,14/01/22 18:43
Creation,2:47,Mica Levi,Under the Skin (Original Soundtrack Album),Soundtrack,0,,4,03/10/16 12:21,14/01/22 18:39
Hayloft,3:02,Mother Mother,O My Heart,Alternative,0,,1,14/01/22 7:28,14/01/22 14:34
Wrecking Ball,3:14,Mother Mother,O My Heart,Alternative,0,,1,14/01/22 7:28,14/01/22 14:31
Oh Ana,3:17,Mother Mother,Touch Up,Alternative,0,,1,14/01/22 7:28,14/01/22 14:27
Arms Tonite,3:37,Mother Mother,O My Heart,Alternative,0,,1,14/01/22 7:28,14/01/22 14:24
Burning Pile,4:22,Mother Mother,O My Heart,Alternative,0,,1,14/01/22 7:28,14/01/22 14:20
Turn Me Well,2:57,Micachu,Jewellery,Alternative,0,,1,05/01/13 23:31,14/01/22 7:43
Verbatim,2:48,Mother Mother,Touch Up,Alternative,0,,1,14/01/22 7:28,14/01/22 7:40
Golden Phone,2:44,Micachu,Jewellery,Alternative,0,,2,05/01/13 23:31,14/01/22 7:37
Ghosting,4:46,Mother Mother,O My Heart,Alternative,0,,1,14/01/22 7:28,14/01/22 7:34
Pickled!,2:14,Flying Lotus,Cosmogramma,Electronic,0,,2,13/01/22 18:23,13/01/22 18:27
Clock Catcher,1:13,Flying Lotus,Cosmogramma,Electronic,0,,2,13/01/22 18:23,13/01/22 18:24
Pen Gwag Glas,3:58,Gorky's Zygotic Mynci,Barafundle,Rock,0,,2,14/03/20 20:50,13/01/22 10:47
One of the Ones,2:38,The Voidz,Virtue,Alternative,0,,3,19/01/20 1:41,13/01/22 10:43
Your Best American Girl,3:32,Mitski,Puberty 2,Indie Rock,2,,21,23/08/18 9:37,12/01/22 14:28
Pink in the Night,2:17,Mitski,Be the Cowboy,Indie Rock,0,,19,24/08/18 17:52,12/01/22 14:25
Nobody,3:13,Mitski,Be the Cowboy,Indie Rock,0,,22,24/08/18 17:52,12/01/22 14:22
A Pearl,2:36,Mitski,Be the Cowboy,Indie Rock,0,,18,24/08/18 17:52,12/01/22 14:19
Me and My Husband,2:17,Mitski,Be the Cowboy,Indie Rock,2,,16,24/08/18 17:52,12/01/22 14:17
First Love / Late Spring,4:39,Mitski,Bury Me At Makeout Creek,Alternative,2,,58,23/08/18 9:39,12/01/22 14:14
Box Elder,2:27,Pavement,Westing (By Musket And Sextant),Alternative & Punk,2,,14,30/06/15 18:58,12/01/22 14:01
Smells Like Teen Spirit,5:01,Nirvana,Nevermind,Rock,2,,10,30/06/15 18:58,12/01/22 13:59
Slow,5:37,black midi,Cavalcade,Alternative,0,,8,29/05/21 21:31,12/01/22 13:36
Patio Song,2:44,Gorky's Zygotic Mynci,Barafundle,,0,,14,10/03/20 20:43,12/01/22 10:36
Happy,3:40,Mitski,Puberty 2,Indie Rock,0,,18,23/08/18 9:37,12/01/22 9:23
Working for the Knife,2:39,Mitski,Working for the Knife - Single,Alternative,0,,6,06/10/21 6:36,12/01/22 8:04
Old Friend,1:53,Mitski,Be the Cowboy,Indie Rock,2,,29,24/08/18 17:52,12/01/22 8:01
I Want You,3:04,Mitski,"Retired from Sad, New Career in Business",Alternative Folk,0,,11,25/09/18 21:53,12/01/22 7:57
Jobless Monday,2:07,Mitski,Bury Me At Makeout Creek,Alternative,0,,15,23/08/18 10:39,12/01/22 7:54
I Don't Smoke,3:19,Mitski,Bury Me At Makeout Creek,Alternative,0,,17,23/08/18 10:39,12/01/22 7:51
"Goodbye, My Danish Sweetheart",2:17,Mitski,"Retired from Sad, New Career in Business",Alternative Folk,0,,3,25/09/18 22:53,12/01/22 7:44
Fireworks,2:38,Mitski,Puberty 2,Indie Rock,2,,22,23/08/18 9:37,12/01/22 7:41
any human friend,3:15,Marika Hackman,Any Human Friend,Alternative,0,,6,11/08/19 1:27,12/01/22 1:42
hold on,2:53,Marika Hackman,Any Human Friend,Alternative,0,,8,11/08/19 1:27,12/01/22 1:39
come undone,3:46,Marika Hackman,Any Human Friend,Alternative,0,,9,11/08/19 1:27,12/01/22 1:36
conventional ride,4:11,Marika Hackman,Any Human Friend,Alternative,0,,6,11/08/19 1:27,12/01/22 1:32
hand solo,3:51,Marika Hackman,Any Human Friend,Alternative,0,,7,11/08/19 1:27,12/01/22 1:28
send my love,5:21,Marika Hackman,Any Human Friend,Alternative,0,,9,11/08/19 1:27,12/01/22 1:24
i'm not where you are,3:46,Marika Hackman,Any Human Friend,Alternative,0,,13,11/08/19 0:27,12/01/22 1:19
blow,3:30,Marika Hackman,Any Human Friend,Alternative,0,,13,11/08/19 0:27,12/01/22 1:15
all night,3:42,Marika Hackman,Any Human Friend,Alternative,0,,14,11/08/19 0:27,12/01/22 1:12
the one,3:38,Marika Hackman,Any Human Friend,Alternative,2,,21,11/08/19 0:27,12/01/22 0:57
wanderlust,3:18,Marika Hackman,Any Human Friend,Alternative,0,,10,11/08/19 1:27,12/01/22 0:53
Prickz,2:48,Sorry,Home Demo/ns vol. I,Alternative,0,,2,12/07/21 23:23,11/01/22 14:43
What You Pay,2:53,Sorry,Home Demo/ns vol. I,Alternative,0,,2,12/07/21 23:23,11/01/22 14:40
Cold by the Sun,2:42,Sorry,Home Demo/ns vol. I,Alternative,0,,2,12/07/21 23:23,11/01/22 14:37
Evil and a Heathen,2:06,Franz Ferdinand,You Could Have It So Much Better,Rock,0,,2,03/02/06 1:47,11/01/22 14:35
Walk Away,3:36,Franz Ferdinand,You Could Have It So Much Better,Rock,0,,6,03/02/06 1:47,11/01/22 14:32
This Boy,2:22,Franz Ferdinand,You Could Have It So Much Better,Rock,0,,14,03/02/06 0:47,11/01/22 14:29
Do You Want To,3:35,Franz Ferdinand,You Could Have It So Much Better,Rock,0,,5,03/02/06 1:47,11/01/22 14:27
The Fallen,3:42,Franz Ferdinand,You Could Have It So Much Better,Rock,0,,8,03/02/06 0:47,11/01/22 14:23
Ven Aqui,3:38,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,8,06/09/19 7:11,11/01/22 7:47
Ahora Que No Estás,5:52,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,8,06/09/19 6:11,11/01/22 7:43
Nada Es Igual,3:57,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,1,13/12/21 7:25,11/01/22 7:37
The Universal,4:00,Blur,The Best Of,Alternative,0,,2,16/02/20 18:42,10/01/22 14:35
Coffee and TV (Radio Edit),5:19,Blur,The Best Of,Alternative,0,,4,16/02/20 18:42,10/01/22 14:31
Country House,3:58,Blur,The Best Of,Alternative,0,,10,16/02/20 17:42,10/01/22 14:25
Girls and Boys,4:19,Blur,The Best Of,Alternative,0,,4,16/02/20 18:42,10/01/22 14:21
Ascending Forth,9:54,black midi,Cavalcade,Alternative,0,,3,29/05/21 21:31,10/01/22 10:46
Summer Babe (Winter Version),3:17,Pavement,Slanted & Enchanted,Alternative,0,,3,01/10/19 19:19,10/01/22 7:43
Charmless Man,3:34,Blur,The Best Of,Alternative,0,,7,14/02/20 14:51,07/01/22 17:19
She's So High (Single Version),3:50,Blur,The Best Of,Alternative,0,,1,16/02/20 18:42,07/01/22 17:16
There's No Other Way (Single Version),3:14,Blur,The Best Of,Alternative,0,,1,16/02/20 18:42,07/01/22 17:07
Beetlebum,5:06,Blur,The Best Of,Alternative,0,,4,16/02/20 18:42,07/01/22 16:15
Feel Good Inc.,3:41,Gorillaz,Demon Days,Alternative,0,,7,23/04/18 7:13,07/01/22 16:10
Ize of the World,4:29,The Strokes,First Impressions of Earth,Alternative,0,,37,29/01/06 21:36,20/12/21 15:44
Heart In a Cage,3:28,The Strokes,First Impressions of Earth,Alternative,0,,46,29/01/06 21:36,20/12/21 15:39
Holy Toledo,5:20,Vundabar,Antics,Rock,0,,2,30/11/21 7:41,20/12/21 15:36
Danzón,7:06,Control Machete,Singles,Pop,0,,1,16/12/21 20:26,20/12/21 12:12
Aurora,19:07,Sunn O))),Life Metal,Metal,2,,4,02/11/19 17:05,18/12/21 1:31
Keep Your Eyes Peeled,5:04,Queens of the Stone Age,...Like Clockwork,Alternative,2,,11,23/08/15 17:38,18/12/21 1:12
Let It Happen,7:47,Tame Impala,Currents,Alternative,2,,6,07/02/16 12:26,18/12/21 1:07
Lágrimãs Sófridas,1:47,Los Hermanos,Los Hermanos,Brazilian,2,,7,29/11/17 23:52,18/12/21 0:59
80 Days of Rain,3:41,Lande Hekt,Going to Hell,Indie Rock,2,,3,23/02/21 23:39,18/12/21 0:57
Bellringer Blues,5:31,Grinderman,Grinderman 2,Rock,2,,7,27/09/17 7:43,18/12/21 0:53
I'm Mad,3:16,The Dead Weather,Sea of Cowards,Rock,2,,8,24/02/18 22:00,18/12/21 0:48
Let Me Love You,5:07,Eric Clapton & B.B. King,Riding With The King,R&B/Soul,2,,5,03/07/20 22:07,18/12/21 0:45
Days of Why and How,4:32,The Kills,Ash & Ice,Alternative,2,,6,10/06/17 22:28,18/12/21 0:40
Giant (feat. Matt Johnson),8:30,DJ Food,The Search Engine,Electronic,2,,1,23/07/17 22:16,18/12/21 0:35
Away / Towards,8:49,Hookworms,Pearl Mystic,Alternative,2,,4,05/02/18 16:36,18/12/21 0:26
Friday I'm In Love,3:35,The Cure,The Cure: Greatest Hits,Pop,2,,13,12/02/18 18:42,18/12/21 0:18
In the Fade / Feel Good Hit of the Summer (Reprise),4:25,Queens of the Stone Age,Rated R (Deluxe Edition),Rock,2,,6,11/01/18 18:40,18/12/21 0:14
"Partita for Solo Violin No. 1 in B Minor, BWV 1002: V. Sarabande",4:23,James Ehnes,J.S. Bach: The Six Sonatas & Partitas for Solo Violin,Classical,2,,3,08/11/16 23:35,18/12/21 0:10
Unattainable,2:02,Little Joy,Little Joy,Alternative,2,,11,29/11/17 8:04,18/12/21 0:05
Washing Machine Heart,2:08,Mitski,Be the Cowboy,Indie Rock,2,,28,24/08/18 17:52,18/12/21 0:03
It's Not Too Beautiful,8:30,The Beta Band,The Regal Years (1997-2004),Rock,2,,6,24/04/16 14:09,18/12/21 0:01
Stupid Me,2:34,Frank Black & The Catholics,Dog In The Sand,Alternative & Punk,0,,3,30/06/15 18:58,17/12/21 20:05
That's the Story of My Life,2:04,The Velvet Underground,The Velvet Underground,Rock,0,,3,25/05/18 17:40,17/12/21 19:59
Fin (Remastered),5:25,Pavement,Brighten the Corners: Nicene Creedence Ed.,Alternative,2,,4,22/07/14 8:29,16/12/21 23:38
Twinkle,3:22,Sorry,Twinkle - Single,Alternative,2,,2,15/10/21 7:16,16/12/21 23:32
Gimme Shelter,4:31,The Rolling Stones,Let It Bleed,Pop,2,,10,11/11/11 19:10,16/12/21 23:28
In the Dark Places,3:00,PJ Harvey,Let England Shake,Alternative,2,,4,19/02/11 20:05,16/12/21 23:24
Postcard Blues,3:23,Cowboy Junkies,The Trinity Session,Rock,2,100,10,31/03/12 18:47,16/12/21 23:20
Aeroplane,3:56,Björk,Debut,Pop,2,,18,26/01/15 23:34,16/12/21 23:16
The Youth,3:48,MGMT,Oracular Spectacular,Alternative,0,,2,07/10/21 6:39,16/12/21 20:25
Mystery Disease,4:09,MGMT,"MGMT (The ""Optimizer"" Deluxe Edition)",Alternative,0,,3,29/09/20 16:52,16/12/21 18:32
Little Dark Age,5:00,MGMT,Little Dark Age,Alternative,0,,2,29/09/20 16:52,16/12/21 18:28
Flash Delirium,4:16,MGMT,Congratulations,Alternative,0,,4,29/09/20 16:51,16/12/21 18:23
In Bloom,4:15,Nirvana,Nevermind,Rock,0,,4,30/06/15 18:58,16/12/21 14:36
Ahora Que No Estás,5:52,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,7,05/09/19 18:11,16/12/21 14:32
Telepath,3:55,Crystal Castles,(III),Alternative,0,,1,16/12/21 7:30,16/12/21 7:43
Mercenary,2:38,Crystal Castles,(III),Alternative,0,,1,16/12/21 7:30,16/12/21 7:39
Transgender,3:05,Crystal Castles,(III),Alternative,0,,1,16/12/21 7:30,16/12/21 7:37
Sad Eyes,3:27,Crystal Castles,(III),Alternative,0,,1,16/12/21 7:30,16/12/21 7:33
Hoy,3:38,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,1,13/12/21 7:25,15/12/21 14:36
Sur,3:24,Los Bunkers,La Velocidad de la Luz,Worldwide,0,,1,13/12/21 7:24,15/12/21 14:32
No!,3:03,Los Bunkers,La Velocidad de la Luz,Worldwide,0,,1,13/12/21 7:24,15/12/21 14:23
Crush,3:20,Sleigh Bells,Reign of Terror,Alternative,0,,2,02/01/13 3:17,15/12/21 7:56
Born to Lose,3:53,Sleigh Bells,Reign of Terror,Alternative,0,,2,02/01/13 3:17,15/12/21 7:52
Road to Hell,3:22,Sleigh Bells,Reign of Terror,Alternative,0,,2,02/01/13 3:17,15/12/21 7:48
True Shred Guitar,2:20,Sleigh Bells,Reign of Terror,Alternative,0,,3,02/01/13 3:17,15/12/21 7:45
D.O.A.,2:58,Sleigh Bells,Reign of Terror,Alternative,0,,3,02/01/13 3:17,15/12/21 7:43
End of the Line,3:38,Sleigh Bells,Reign of Terror,Alternative,0,,4,02/01/13 3:17,15/12/21 7:40
Demons,3:03,Sleigh Bells,Reign of Terror,Alternative,0,,1,02/01/13 3:17,15/12/21 7:36
Kids,5:03,MGMT,Oracular Spectacular,Alternative,0,,2,07/10/21 6:39,14/12/21 22:38
Time to Pretend,4:21,MGMT,Oracular Spectacular,Alternative,0,,2,07/10/21 6:39,14/12/21 22:28
Jubilee Street,6:36,Nick Cave & The Bad Seeds,Push the Sky Away,Alternative,2,,3,12/06/17 0:47,14/12/21 20:24
Time for Heroes,2:40,The Libertines,Up The Bracket,Alternative,2,,5,30/06/15 18:58,14/12/21 20:06
Tarnation,4:05,Edgar Meyer & Chris Thile,Bass & Mandolin,Classical,2,,5,16/09/18 10:23,14/12/21 19:56
Shelter,4:30,The xx,xx,Alternative,2,,2,19/10/16 6:26,14/12/21 19:52
I Am Here,3:21,Savages,Silence Yourself,Alternative,2,,11,25/03/16 18:56,14/12/21 19:48
Do You Love Me Now?,3:02,The Breeders,Last Splash,Alternative,2,,3,10/10/17 15:40,14/12/21 19:40
Don't Delete the Kisses,4:35,Wolf Alice,Visions of a Life,Alternative,2,,13,22/09/17 16:52,14/12/21 19:32
Vai Embora,2:10,Los Hermanos,Los Hermanos,Brazilian,2,,8,29/11/17 23:52,14/12/21 19:28
Forgiven/Forgotten,2:04,Angel Olsen,Burn Your Fire For No Witness,Alternative,2,,7,21/01/21 20:56,14/12/21 19:23
"Suite for solo cello No. 1 in G Major, BWV 1007: I. Prélude",2:29,Edgar Meyer,Bach: Unaccompanied Cello Suites - Performed on Double Bass,Classical,2,,6,16/09/18 10:24,14/12/21 19:21
"Concerto No. 1 in D Minor, BWV 1052: III. Allegro",7:36,Evgeni Koroliov & Kammerakademie Potsdam,Bach: Concertos for Pianos,Classical,2,,3,10/06/19 13:19,14/12/21 19:19
The Louvre,4:31,Lorde,Melodrama,Alternative,2,,7,22/06/17 23:52,14/12/21 19:11
Hard to Explain,3:48,The Strokes,Is This It,Alternative,2,,7,30/06/15 20:45,14/12/21 19:07
Goin' to the Party,1:46,Alabama Shakes,Boys & Girls,Alternative,2,,8,19/01/16 8:30,14/12/21 19:03
Hide Another Round,3:58,Dinosaur Jr.,Sweep It Into Space,Alternative,2,,5,25/04/21 11:35,14/12/21 18:56
T.I.W.Y.G.,3:09,Savages,Adore Life,Alternative,2,,10,25/03/16 18:56,14/12/21 18:52
Here,3:56,Pavement,Slanted & Enchanted,Alternative,2,,1,01/10/19 18:19,14/12/21 18:48
Without Warning His Heart Stopped Beating,3:12,John Parish,How Animals Move,Rock,2,,2,21/05/21 16:18,14/12/21 18:36
Wandering Star,4:54,Portishead,Dummy,Electronic,2,,5,06/09/15 11:10,14/12/21 18:32
Solarised (Extended Rework),8:16,Jane Weaver,Sunset Dreams,Alternative,2,,3,03/10/21 18:01,14/12/21 18:27
Price of Gasoline,4:20,Bloc Party,Silent Alarm,Alternative,0,,3,21/09/21 6:36,14/12/21 14:35
Like Eating Glass,4:22,Bloc Party,Silent Alarm,Alternative,0,,4,21/09/21 6:36,14/12/21 14:28
Her Final Words,4:02,Raue,Raue,Pop,0,,1,14/12/21 14:16,14/12/21 14:23
Blue Light,2:47,Bloc Party,Silent Alarm,Alternative,0,,3,21/09/21 6:36,14/12/21 14:19
La Velocidad de la Luz,3:52,Los Bunkers,La Velocidad de la Luz,Worldwide,0,,1,13/12/21 7:24,13/12/21 14:37
Bailando Solo,4:28,Los Bunkers,La Velocidad de la Luz,Worldwide,0,,2,13/12/21 7:24,13/12/21 14:27
Llueve Sobre la Ciudad,3:56,Los Bunkers,Vida de Perros,Rock y Alternativo,0,,6,06/09/19 6:11,13/12/21 7:28
Razorblade,3:29,The Strokes,First Impressions of Earth,Alternative,0,,14,29/01/06 21:36,10/12/21 7:56
Melatonin (Remastered),2:09,Radiohead,OK Computer OKNOTOK 1997 2017,Alternative,0,,3,23/06/17 21:46,10/12/21 7:53
Juicebox,3:18,The Strokes,First Impressions of Earth,Alternative,0,,12,29/01/06 21:36,10/12/21 7:51
